,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor   Item ID,,,,Description,,,,,,,Dept         Ma_ufacturer                                      Location                Mio   Max           Deleted              Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product ID   Alternate ID,,,,Barcode,,,Cost,,,,Price          Unit     Tax           Supplier I       Supplier2                   QCom    QOH     Note        Multiplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fi
0",,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"ss   SSDA545                   DECO SOFf JADE MUL
DA545    DEDA545              766218074638",,,,,,,,,$0.75,,I,,$2.98,,EA,,Yes,,,,ss,,,,,,,2,,,0,,"7        No
3",,,,,,,,,,,,,,,,,,,,,
"ss   SSDA546                  DECO COBALT MULTI
DA546    DEDA546              766218074645",,,,,,,,,$0.93,,l,,$2.98,,EA,,Yes,,,,ss,,,,,,,2,,,0,,"7        No
3",,,,,,,,,,,,,,,,,,,,,
"ss   SSDA547                  DECO BITTERSWEET
DA547    DEDA547              766218074652",,,,,,,,,$1.04,,l,,$2.98,,EA,,Yes,,,,ss,,,,,,,2,,,0,,"7        No
4",,,,,,,,,,,,,,,,,,,,,
"ss   SSDA548                  DECO OVERCAST MU
DA548    DEDA548              766218074669",,,,,,,,,$0.75,,l,,$2.98,,EA,,Yes,,,,ss,,,,,,,2,,,0,,"7        No
5",,,,,,,,,,,,,,,,,,,,,
"ss   SSDA549                  DECO BATILESHIP M
DA549    DEDA549              766218074676",,,,,,,,,$0.75,,l,,$2.98,,EA,,Yes,,,,ss,,,,,,,2,,,0,,"7        No
4",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yes Yes Yes Yes Yes
ss   SSDA550                  DECO sn,VER MULTI                     l                                                                                                          2            7        No       Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASSO    DEDA550,,,,766218074683                   $0.75                   $2.98      EA        Yes         ss                 0           3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA551                  DECO YELLOW GOLD                    I                                                                                                          l            3         No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA551    DEDA551,,,,766218074690                   $1.06                   $2.98      EA        Yes         ss                 0           2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA552                  DECO CHOCOLATE M                   1                                                                                                              2           7        No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA552    DEDA552,,,,766218074706                   $0.75                   $2.98      EA        Yes         ss                 0           7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA553                  DECO GOLD MULTl S                    1                                                                                                              2           7        No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA553    DEDA553,,,,766218074713                   $0.75                   $2.98      EA        Yes         ss                 0           4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA554                  DECO CHAMPAGNE M                  1                                                                                                              2            7        No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA554    DEDA554,,,,766218074720                   $1.34                   $2.98      EA        Yes         ss                 0           I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA555                   DECO PINK MULTI SU                   1                                                                                                              2            7        No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA555    DEDA555,,,,766218074737                   $1.07                   $2.98     EA        Yes         ss                 0           3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDASS6                  DECO ORANGE MULTI                  1                                                                                                              2           7        No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA556    DEDAS56,,,,766218074744                   $0.75                   $2.98     EA        Yes         ss                 0           s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA557                  DECO YELLOW MULTI                  l                                                                                                          2           7         No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA557    DEDAS57,,,,766218074751                   $1.07                   $2.98      EA        Yes         ss                 0           2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA558                    DECO GREEN MULTI S                   I                                                                                                          2           7         No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA558    DEDA558,,,,766218074768                   $1.06                   $2.98      EA        Yes         ss                 0            I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA559                  DECO BLUE MULTI SU                  I                                                                                                          2           7         No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA559    DEDA559,,,,766218074775                   $0.75                   $2.98      EA        Yes         ss                 0           2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA560                  DECO BALLERINA MU                   l                                                                                                          2           7         No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS60    DEDAS60,,,,766218083784                   $1.16                   $2.98      EA        Yes         ss                 0           4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA561                   DECO PINK TROPIC M                   l                                                                                                          2           7         No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA561    DEDA561,,,,766218083791                   $0.75                   $2.98     EA        Yes         ss                 0           7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA562                   DECO RED HOT MULT                   1                                                                                                              2           7         No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA562    DEDA562,,,,766218083807                   $1.04                   $2.98      EA        Yes         ss                 0            3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss   SSDA563                  DECO INCH WORM M                    I                                                                                                          2           7        No       Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAS63    DEDA563,,,,766218083814                   $0.93                   $2.98      EA        Yes         ss                 0           6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page 81 of  186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor    Item ID,,,,Description,,,,,,,Dept          Ma_ufacturer                                        Location                Min       Max           Deleted               Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product ID  Alternate ID,,,,Barcode,,,Cost,,,,Price          Unit     Tax           Supplier 1       Supplierl                    QCom    QOH  Note         Multiplier            Fixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ss   SSDA564                  DECO CACTUS MULTI
DA564    DEDA564              766218083821",,,,,,,,,$1.16,,$2.98,,,,EA,,Yes,,,,ss,,,,2,,,,,,0,,7,No 4,,,,,,,,Yes,,,,0,,0,,,,,,
ss   SSDA565                  DECO WOODLAND GR,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DA565    DEDA565              766218083838,,,,,,,,,$0.75,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,7,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA566                  DECO WATERFRONT,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DA566    DEDA566              766218083845,,,,,,,,,$0.93,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,7,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA567                  DECO BABY BLUE MU,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DA567    DEDA567              766218083852,,,,,,,,,$0.93,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,7,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA568,,,,DECO PURPLE SUNSE,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,No,,,,,,,,Yes,,,,,,,,,,,,
DA568    DEDA568,,,,766218083869,,,,,$1.16,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,4,,,,,,,,,,,,0,,0,,,,,,
ss   SSDA569,,,,DECO PEWTER MULTI,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,No,,,,,,,,Yes,,,,,,,,,,,,
DA569    DEDA569,,,,766218084224,,,,,$0.97,,$2.98,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,6,,,,,,,,,,,,0,,0,,,,,,
ss   SSDADAG78,,,,AMER ENAMEL GLS F,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,No,,,,,,,,Yes,,,,,,,,,,,,
DADA    DADAG78,,,,766218041135,,,,,$0.80,,$1.38,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,0    reg. $2,,,,,,,,,,,,0,,0,,,,,,
ss   SSDC110302,,,,DELUXE 120 PC ARTS,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,No,,,,,,,,Yes,,,,,,,,,,,,
DCll0    DC110302,,,,652695514296,,,,,$7.65,,$16.99,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,0,,,,,,
ss   SSDC110310,,,,ARTY FACTS 13lPC SE,,,,,,,SPEClA,,,,,,,,,,,,,,0,,,,,,,,0,No,,,,,,,,Yes,,,,,,,,,,,,
DCll0    DC110310,,,,082676813016,,,,,$18.00,,$29.99,,,,EA,,Yes,,,,ss,,,,,,,,,,0,,,0   11/11,,,,,,,,,,,,0,,0,,,,,,
"ss   SSDC110322
DCll0    DC110322",,,,"ARTY FACTS 68PC. SE
652695068850",,,,,$4.50,,"SPEClA
$9.99",,,,EA,,Yes,,,,ss,,,,0,,,,,,0,,0,"No
0    reg$9.",,,,,,,,Yes,,,,0,,0,,,,,,
ss   SSDC118143,,,,PLASTIC CLAY TOOL,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,8,No,,,,,,,,Yes,,,,,,,,,,,,
DC118    DC118143,,,,082676341236,,,,,$0.66,,$2.19,,,,,,Yes,,,,ss,,,,,,,,,,0,,,5    added,,,,,,,,,,,,0,,0,,,,,,
ss   SSDC119284,,,,POTTERY TOOL SET 8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,No,,,,,,,,Yes,,,,,,,,,,,,
DCl19    DC119284,,,,082676614255,,,,,$5.12,,,$17.05,,,EA,,Yes,,,,ss,,,,,,,,,0,,,,0,,,,,,,,,,,,0,,0,,,,,,
ss   SSDE0700456,,,,DERWENT METALLIC,,,,,,,,,,,,,,,,,,,ART AISLE,,,,,,,,,,2,No,,,,,,,,Yes,,,,,,,,,,,,
DE070    DE0700456,,,,502825210698,,,,,$12.37,,,$27.49,,,EA,,Yes,,,,ss,,,,,,,,,0,,,,0   6/4/20,,,,,,,,,,,,0,,0,,,,,,
ss   SSDE0700835,,,,DERWENT GRAPHIC 6,,,,,,,,,,,,,,,,,,,ART AISLE,,,,3,,,,,,5,No,,,,,,,,Yes,,,,,,,,,,,,
DE070    DE0700835,,,,502825217027,,,,,$5.58,,,$12.39,,,EA,,Yes,,,,ss,,,,,,,,,0,,,,0,,,,,,,,,,,,0,,0,,,,,,
ss   SSDE0700837,,,,DERWENT WATERSOL,,,,,,,,,,,,,,,,,,,ART AISLE,,,,,,,,,,3,No,,,,,,,,Yes,,,,,,,,,,,,
